MailId,SucursalId,UserId,To,Subject,MailStateId,RetryCount,CreatedAt,SentAt
1402,450,134,user134@sucursales.local,Verificación de email,2,0,2026-05-29,2026-05-29
1403,617,57,user57@sucursales.local,Eliminación de sucursal,2,0,2024-04-20,2024-04-20
1404,73,145,user145@sucursales.local,Eliminación de sucursal,2,0,2024-10-17,2024-10-17
1405,450,28,user28@sucursales.local,Creación de sucursal,2,0,2024-12-10,2024-12-10
1406,746,95,user95@sucursales.local,Notificación operativa,2,0,2024-01-09,2024-01-09
1407,785,144,user144@sucursales.local,Notificación operativa,2,0,2024-11-21,2024-11-21
1408,209,47,user47@sucursales.local,Creación de sucursal,2,0,2025-04-08,2025-04-08
1409,79,57,user57@sucursales.local,Creación de sucursal,2,0,2026-01-05,2026-01-05
1410,418,71,user71@sucursales.local,Creación de sucursal,2,0,2024-10-22,2024-10-22
1411,578,74,user74@sucursales.local,Creación de sucursal,2,0,2025-05-08,2025-05-08
1412,505,84,user84@sucursales.local,Creación de sucursal,2,0,2024-02-28,2024-02-28
1413,228,40,user40@sucursales.local,Verificación de email,2,0,2025-08-04,2025-08-04
1414,468,20,user20@sucursales.local,Eliminación de sucursal,4,1,2024-03-13,
1415,724,125,user125@sucursales.local,Creación de sucursal,2,0,2026-02-07,2026-02-07
1416,271,106,user106@sucursales.local,Notificación operativa,2,0,2025-04-15,2025-04-15
1417,488,60,user60@sucursales.local,Notificación operativa,2,0,2024-02-28,2024-02-28
1418,427,147,user147@sucursales.local,Eliminación de sucursal,2,0,2025-10-14,2025-10-14
1419,503,80,user80@sucursales.local,Notificación operativa,2,0,2024-12-19,2024-12-19
1420,17,103,user103@sucursales.local,Notificación operativa,2,0,2024-02-18,2024-02-18
1421,609,119,user119@sucursales.local,Creación de sucursal,2,0,2024-10-26,2024-10-26
1422,380,102,user102@sucursales.local,Notificación operativa,2,0,2025-06-09,2025-06-09
1423,9,97,user97@sucursales.local,Creación de sucursal,2,0,2026-06-06,2026-06-06
1424,250,117,user117@sucursales.local,Creación de sucursal,3,1,2025-06-23,
1425,22,26,user26@sucursales.local,Creación de sucursal,2,0,2025-05-26,2025-05-26
1426,136,30,user30@sucursales.local,Eliminación de sucursal,2,0,2024-06-02,2024-06-02
1427,224,11,user11@sucursales.local,Verificación de email,2,0,2025-02-09,2025-02-09
1428,125,20,user20@sucursales.local,Creación de sucursal,2,0,2026-05-15,2026-05-15
1429,276,29,user29@sucursales.local,Creación de sucursal,2,0,2025-01-22,2025-01-22
1430,447,133,user133@sucursales.local,Notificación operativa,3,1,2025-01-26,
1431,113,73,user73@sucursales.local,Verificación de email,2,0,2024-02-10,2024-02-10
1432,796,109,user109@sucursales.local,Eliminación de sucursal,2,0,2024-03-24,2024-03-24
1433,762,39,user39@sucursales.local,Verificación de email,2,0,2024-07-02,2024-07-02
1434,792,35,user35@sucursales.local,Verificación de email,2,0,2025-08-04,2025-08-04
1435,444,115,user115@sucursales.local,Eliminación de sucursal,2,0,2025-10-08,2025-10-08
1436,497,6,user6@sucursales.local,Eliminación de sucursal,3,2,2024-03-05,
1437,610,100,user100@sucursales.local,Verificación de email,3,2,2024-09-16,
1438,724,71,user71@sucursales.local,Eliminación de sucursal,4,3,2024-02-06,
1439,680,37,user37@sucursales.local,Verificación de email,2,0,2024-03-26,2024-03-26
1440,538,13,user13@sucursales.local,Verificación de email,2,0,2026-03-29,2026-03-29
1441,633,85,user85@sucursales.local,Creación de sucursal,3,1,2025-04-22,
1442,258,36,user36@sucursales.local,Notificación operativa,2,0,2024-10-28,2024-10-28
1443,184,59,user59@sucursales.local,Creación de sucursal,4,3,2024-09-07,
1444,295,129,user129@sucursales.local,Notificación operativa,2,0,2025-04-19,2025-04-19
1445,199,40,user40@sucursales.local,Creación de sucursal,2,0,2024-05-07,2024-05-07
1446,707,53,user53@sucursales.local,Eliminación de sucursal,2,0,2024-01-18,2024-01-18
1447,537,107,user107@sucursales.local,Notificación operativa,2,0,2024-08-28,2024-08-28
1448,474,72,user72@sucursales.local,Verificación de email,2,0,2026-05-01,2026-05-01
1449,523,126,user126@sucursales.local,Creación de sucursal,2,0,2026-06-24,2026-06-24
1450,45,77,user77@sucursales.local,Notificación operativa,2,0,2024-07-18,2024-07-18
1451,396,107,user107@sucursales.local,Notificación operativa,2,0,2024-02-02,2024-02-02
1452,448,45,user45@sucursales.local,Notificación operativa,2,0,2025-04-04,2025-04-04
1453,727,112,user112@sucursales.local,Verificación de email,2,0,2025-10-09,2025-10-09
1454,653,11,user11@sucursales.local,Verificación de email,2,0,2025-09-16,2025-09-16
1455,425,77,user77@sucursales.local,Verificación de email,2,0,2026-01-01,2026-01-01
1456,329,129,user129@sucursales.local,Verificación de email,4,3,2024-09-20,
1457,353,120,user120@sucursales.local,Notificación operativa,3,3,2024-11-07,
1458,649,116,user116@sucursales.local,Creación de sucursal,2,0,2024-04-30,2024-04-30
1459,477,129,user129@sucursales.local,Eliminación de sucursal,2,0,2024-07-21,2024-07-21
1460,476,56,user56@sucursales.local,Eliminación de sucursal,2,0,2026-05-12,2026-05-12
1461,480,97,user97@sucursales.local,Notificación operativa,2,0,2026-03-12,2026-03-12
1462,548,75,user75@sucursales.local,Eliminación de sucursal,2,0,2024-09-20,2024-09-20
1463,609,75,user75@sucursales.local,Notificación operativa,2,0,2026-05-31,2026-05-31
1464,282,16,user16@sucursales.local,Eliminación de sucursal,2,0,2024-11-08,2024-11-08
1465,29,40,user40@sucursales.local,Creación de sucursal,1,0,2026-01-17,
1466,394,107,user107@sucursales.local,Verificación de email,2,0,2026-05-20,2026-05-20
1467,577,76,user76@sucursales.local,Verificación de email,3,1,2026-05-21,
1468,177,56,user56@sucursales.local,Eliminación de sucursal,4,1,2025-07-21,
1469,341,63,user63@sucursales.local,Eliminación de sucursal,2,0,2024-11-08,2024-11-08
1470,166,34,user34@sucursales.local,Notificación operativa,2,0,2025-01-31,2025-01-31
1471,687,95,user95@sucursales.local,Verificación de email,2,0,2025-01-08,2025-01-08
1472,6,57,user57@sucursales.local,Creación de sucursal,2,0,2025-10-11,2025-10-11
1473,651,120,user120@sucursales.local,Notificación operativa,2,0,2024-07-25,2024-07-25
1474,375,117,user117@sucursales.local,Notificación operativa,2,0,2026-03-22,2026-03-22
1475,92,30,user30@sucursales.local,Creación de sucursal,3,2,2024-04-11,
1476,111,98,user98@sucursales.local,Eliminación de sucursal,2,0,2026-02-05,2026-02-05
1477,625,70,user70@sucursales.local,Eliminación de sucursal,2,0,2024-03-11,2024-03-11
1478,559,119,user119@sucursales.local,Notificación operativa,2,0,2024-03-16,2024-03-16
1479,66,97,user97@sucursales.local,Eliminación de sucursal,2,0,2024-02-09,2024-02-09
1480,653,94,user94@sucursales.local,Creación de sucursal,2,0,2025-09-06,2025-09-06
1481,761,36,user36@sucursales.local,Creación de sucursal,2,0,2026-06-27,2026-06-27
1482,40,143,user143@sucursales.local,Creación de sucursal,2,0,2026-04-01,2026-04-01
1483,272,76,user76@sucursales.local,Eliminación de sucursal,2,0,2024-02-01,2024-02-01
1484,500,58,user58@sucursales.local,Eliminación de sucursal,2,0,2024-02-06,2024-02-06
1485,344,102,user102@sucursales.local,Verificación de email,2,0,2024-01-15,2024-01-15
1486,644,49,user49@sucursales.local,Creación de sucursal,2,0,2025-04-02,2025-04-02
1487,392,51,user51@sucursales.local,Eliminación de sucursal,2,0,2025-10-10,2025-10-10
1488,428,58,user58@sucursales.local,Creación de sucursal,2,0,2025-02-07,2025-02-07
1489,765,16,user16@sucursales.local,Notificación operativa,2,0,2024-11-12,2024-11-12
1490,516,122,user122@sucursales.local,Creación de sucursal,3,2,2024-08-22,
1491,191,111,user111@sucursales.local,Verificación de email,2,0,2024-04-21,2024-04-21
1492,386,66,user66@sucursales.local,Notificación operativa,2,0,2025-08-29,2025-08-29
1493,204,130,user130@sucursales.local,Eliminación de sucursal,2,0,2024-04-24,2024-04-24
1494,764,17,user17@sucursales.local,Notificación operativa,2,0,2026-01-15,2026-01-15
1495,138,139,user139@sucursales.local,Verificación de email,2,0,2024-11-03,2024-11-03
1496,365,137,user137@sucursales.local,Verificación de email,3,3,2024-11-14,
1497,572,150,user150@sucursales.local,Verificación de email,2,0,2025-04-30,2025-04-30
1498,521,124,user124@sucursales.local,Eliminación de sucursal,2,0,2026-06-17,2026-06-17
1499,622,118,user118@sucursales.local,Eliminación de sucursal,2,0,2024-11-08,2024-11-08
1500,354,76,user76@sucursales.local,Creación de sucursal,2,0,2026-03-27,2026-03-27
1501,156,32,user32@sucursales.local,Creación de sucursal,3,1,2025-10-28,
1502,606,103,user103@sucursales.local,Creación de sucursal,2,0,2024-04-25,2024-04-25
1503,485,115,user115@sucursales.local,Verificación de email,2,0,2026-02-18,2026-02-18
1504,580,9,user9@sucursales.local,Verificación de email,2,0,2024-10-13,2024-10-13
1505,390,99,user99@sucursales.local,Eliminación de sucursal,2,0,2025-12-21,2025-12-21
1506,221,61,user61@sucursales.local,Verificación de email,2,0,2025-03-17,2025-03-17
1507,749,3,user3@sucursales.local,Creación de sucursal,3,3,2024-09-04,
1508,131,89,user89@sucursales.local,Verificación de email,2,0,2025-11-18,2025-11-18
1509,675,47,user47@sucursales.local,Verificación de email,2,0,2025-09-01,2025-09-01
1510,500,56,user56@sucursales.local,Creación de sucursal,2,0,2025-12-10,2025-12-10
1511,319,93,user93@sucursales.local,Notificación operativa,2,0,2026-04-16,2026-04-16
1512,98,30,user30@sucursales.local,Creación de sucursal,2,0,2024-02-02,2024-02-02
1513,244,53,user53@sucursales.local,Verificación de email,2,0,2024-12-25,2024-12-25
1514,302,145,user145@sucursales.local,Eliminación de sucursal,2,0,2024-07-19,2024-07-19
1515,440,149,user149@sucursales.local,Verificación de email,2,0,2024-12-10,2024-12-10
1516,561,122,user122@sucursales.local,Creación de sucursal,2,0,2024-08-13,2024-08-13
1517,701,56,user56@sucursales.local,Verificación de email,2,0,2024-03-11,2024-03-11
1518,698,150,user150@sucursales.local,Creación de sucursal,2,0,2025-12-14,2025-12-14
1519,286,138,user138@sucursales.local,Eliminación de sucursal,3,2,2024-02-27,
1520,496,55,user55@sucursales.local,Notificación operativa,2,0,2025-03-19,2025-03-19
1521,798,52,user52@sucursales.local,Creación de sucursal,2,0,2024-10-14,2024-10-14
1522,1,37,user37@sucursales.local,Notificación operativa,2,0,2024-03-25,2024-03-25
1523,721,122,user122@sucursales.local,Verificación de email,2,0,2025-06-30,2025-06-30
1524,493,85,user85@sucursales.local,Creación de sucursal,2,0,2025-11-13,2025-11-13
1525,451,36,user36@sucursales.local,Creación de sucursal,2,0,2024-08-15,2024-08-15
1526,767,91,user91@sucursales.local,Creación de sucursal,2,0,2025-08-27,2025-08-27
1527,608,27,user27@sucursales.local,Eliminación de sucursal,2,0,2025-01-28,2025-01-28
1528,756,102,user102@sucursales.local,Verificación de email,2,0,2025-07-13,2025-07-13
1529,81,108,user108@sucursales.local,Verificación de email,2,0,2026-05-31,2026-05-31
1530,102,22,user22@sucursales.local,Creación de sucursal,2,0,2025-08-08,2025-08-08
1531,725,139,user139@sucursales.local,Verificación de email,2,0,2025-01-25,2025-01-25
1532,767,33,user33@sucursales.local,Creación de sucursal,2,0,2024-01-30,2024-01-30
1533,710,3,user3@sucursales.local,Eliminación de sucursal,2,0,2024-02-12,2024-02-12
1534,237,95,user95@sucursales.local,Creación de sucursal,2,0,2025-02-22,2025-02-22
1535,149,23,user23@sucursales.local,Notificación operativa,3,2,2024-11-29,
1536,712,16,user16@sucursales.local,Notificación operativa,2,0,2025-02-12,2025-02-12
1537,636,132,user132@sucursales.local,Notificación operativa,2,0,2026-04-11,2026-04-11
1538,524,75,user75@sucursales.local,Verificación de email,2,0,2025-10-25,2025-10-25
1539,204,8,user8@sucursales.local,Creación de sucursal,3,2,2024-11-11,
1540,346,116,user116@sucursales.local,Notificación operativa,2,0,2025-10-23,2025-10-23
1541,301,108,user108@sucursales.local,Verificación de email,2,0,2024-10-24,2024-10-24
1542,100,103,user103@sucursales.local,Eliminación de sucursal,2,0,2024-04-12,2024-04-12
1543,376,57,user57@sucursales.local,Eliminación de sucursal,2,0,2026-02-14,2026-02-14
1544,341,117,user117@sucursales.local,Verificación de email,2,0,2025-03-19,2025-03-19
1545,389,104,user104@sucursales.local,Creación de sucursal,2,0,2025-12-05,2025-12-05
1546,345,6,user6@sucursales.local,Notificación operativa,2,0,2024-02-29,2024-02-29
1547,46,99,user99@sucursales.local,Verificación de email,2,0,2025-01-25,2025-01-25
1548,729,38,user38@sucursales.local,Notificación operativa,3,1,2025-06-11,
1549,632,105,user105@sucursales.local,Verificación de email,2,0,2024-02-18,2024-02-18
1550,215,35,user35@sucursales.local,Notificación operativa,2,0,2026-05-30,2026-05-30
1551,110,67,user67@sucursales.local,Creación de sucursal,2,0,2024-09-17,2024-09-17
1552,691,67,user67@sucursales.local,Eliminación de sucursal,2,0,2025-11-19,2025-11-19
1553,528,54,user54@sucursales.local,Verificación de email,2,0,2025-03-22,2025-03-22
1554,52,2,user2@sucursales.local,Creación de sucursal,2,0,2026-03-17,2026-03-17
1555,703,40,user40@sucursales.local,Creación de sucursal,2,0,2024-03-09,2024-03-09
1556,397,56,user56@sucursales.local,Creación de sucursal,2,0,2025-06-09,2025-06-09
1557,596,38,user38@sucursales.local,Notificación operativa,2,0,2024-08-08,2024-08-08
1558,607,148,user148@sucursales.local,Eliminación de sucursal,2,0,2025-08-02,2025-08-02
1559,626,137,user137@sucursales.local,Notificación operativa,3,3,2026-05-11,
1560,341,1,user1@sucursales.local,Creación de sucursal,2,0,2024-05-11,2024-05-11
1561,477,93,user93@sucursales.local,Notificación operativa,4,2,2025-06-21,
1562,524,9,user9@sucursales.local,Notificación operativa,1,0,2026-02-01,
1563,328,33,user33@sucursales.local,Eliminación de sucursal,2,0,2025-12-30,2025-12-30
1564,89,86,user86@sucursales.local,Eliminación de sucursal,2,0,2024-05-14,2024-05-14
1565,173,131,user131@sucursales.local,Creación de sucursal,2,0,2025-06-14,2025-06-14
1566,414,112,user112@sucursales.local,Verificación de email,4,3,2026-03-26,
1567,501,52,user52@sucursales.local,Creación de sucursal,2,0,2024-03-23,2024-03-23
1568,787,118,user118@sucursales.local,Verificación de email,2,0,2024-03-26,2024-03-26
1569,334,36,user36@sucursales.local,Notificación operativa,2,0,2024-09-08,2024-09-08
1570,353,88,user88@sucursales.local,Eliminación de sucursal,2,0,2025-03-12,2025-03-12
1571,65,24,user24@sucursales.local,Eliminación de sucursal,2,0,2025-03-09,2025-03-09
1572,435,87,user87@sucursales.local,Creación de sucursal,2,0,2025-03-23,2025-03-23
1573,467,44,user44@sucursales.local,Notificación operativa,2,0,2024-08-07,2024-08-07
1574,548,50,user50@sucursales.local,Notificación operativa,2,0,2026-02-24,2026-02-24
1575,756,50,user50@sucursales.local,Verificación de email,2,0,2025-07-01,2025-07-01
1576,25,49,user49@sucursales.local,Eliminación de sucursal,2,0,2024-08-27,2024-08-27
1577,485,80,user80@sucursales.local,Notificación operativa,1,0,2025-02-15,
1578,518,113,user113@sucursales.local,Verificación de email,2,0,2026-05-15,2026-05-15
1579,303,110,user110@sucursales.local,Verificación de email,2,0,2024-11-04,2024-11-04
1580,146,30,user30@sucursales.local,Notificación operativa,2,0,2025-12-26,2025-12-26
1581,676,46,user46@sucursales.local,Creación de sucursal,4,1,2025-09-21,
1582,523,140,user140@sucursales.local,Notificación operativa,3,2,2024-12-03,
1583,798,90,user90@sucursales.local,Creación de sucursal,2,0,2024-10-13,2024-10-13
1584,68,54,user54@sucursales.local,Verificación de email,2,0,2026-02-26,2026-02-26
1585,56,140,user140@sucursales.local,Notificación operativa,2,0,2025-11-12,2025-11-12
1586,577,110,user110@sucursales.local,Eliminación de sucursal,2,0,2025-12-10,2025-12-10
1587,301,123,user123@sucursales.local,Notificación operativa,2,0,2025-05-17,2025-05-17
1588,170,87,user87@sucursales.local,Eliminación de sucursal,2,0,2024-08-21,2024-08-21
1589,713,64,user64@sucursales.local,Verificación de email,2,0,2026-03-31,2026-03-31
1590,435,95,user95@sucursales.local,Notificación operativa,2,0,2026-05-01,2026-05-01
1591,743,115,user115@sucursales.local,Notificación operativa,2,0,2024-05-18,2024-05-18
1592,783,41,user41@sucursales.local,Creación de sucursal,2,0,2025-01-26,2025-01-26
1593,647,13,user13@sucursales.local,Eliminación de sucursal,2,0,2025-03-07,2025-03-07
1594,385,113,user113@sucursales.local,Notificación operativa,2,0,2025-09-13,2025-09-13
1595,98,9,user9@sucursales.local,Verificación de email,2,0,2024-09-19,2024-09-19
1596,125,29,user29@sucursales.local,Eliminación de sucursal,2,0,2025-08-22,2025-08-22
1597,224,71,user71@sucursales.local,Creación de sucursal,3,3,2024-02-26,
1598,755,131,user131@sucursales.local,Eliminación de sucursal,2,0,2026-01-23,2026-01-23
1599,498,51,user51@sucursales.local,Eliminación de sucursal,2,0,2026-01-23,2026-01-23
1600,681,3,user3@sucursales.local,Notificación operativa,2,0,2024-02-24,2024-02-24
1601,447,93,user93@sucursales.local,Creación de sucursal,2,0,2025-02-08,2025-02-08
1602,487,131,user131@sucursales.local,Notificación operativa,3,3,2025-05-28,
1603,539,141,user141@sucursales.local,Verificación de email,2,0,2025-10-19,2025-10-19
1604,722,126,user126@sucursales.local,Verificación de email,2,0,2026-05-24,2026-05-24
1605,88,26,user26@sucursales.local,Verificación de email,2,0,2025-12-18,2025-12-18
1606,617,76,user76@sucursales.local,Notificación operativa,2,0,2025-09-05,2025-09-05
1607,56,97,user97@sucursales.local,Eliminación de sucursal,3,1,2025-10-24,
1608,363,25,user25@sucursales.local,Creación de sucursal,2,0,2025-10-15,2025-10-15
1609,741,53,user53@sucursales.local,Eliminación de sucursal,2,0,2026-05-30,2026-05-30
1610,408,101,user101@sucursales.local,Notificación operativa,2,0,2025-05-20,2025-05-20
1611,586,135,user135@sucursales.local,Verificación de email,4,1,2025-11-07,
1612,192,99,user99@sucursales.local,Verificación de email,1,0,2024-01-19,
1613,51,82,user82@sucursales.local,Eliminación de sucursal,2,0,2024-03-02,2024-03-02
1614,774,44,user44@sucursales.local,Creación de sucursal,2,0,2024-04-06,2024-04-06
1615,383,25,user25@sucursales.local,Eliminación de sucursal,4,1,2025-03-29,
1616,577,73,user73@sucursales.local,Verificación de email,2,0,2024-12-11,2024-12-11
1617,730,146,user146@sucursales.local,Notificación operativa,2,0,2025-03-23,2025-03-23
1618,32,139,user139@sucursales.local,Verificación de email,2,0,2025-12-06,2025-12-06
1619,169,123,user123@sucursales.local,Creación de sucursal,2,0,2025-10-09,2025-10-09
1620,535,109,user109@sucursales.local,Notificación operativa,2,0,2026-03-02,2026-03-02
1621,770,146,user146@sucursales.local,Notificación operativa,2,0,2024-03-12,2024-03-12
1622,117,51,user51@sucursales.local,Verificación de email,2,0,2025-05-17,2025-05-17
1623,769,18,user18@sucursales.local,Verificación de email,2,0,2025-10-08,2025-10-08
1624,124,89,user89@sucursales.local,Eliminación de sucursal,4,3,2024-08-20,
1625,701,78,user78@sucursales.local,Verificación de email,2,0,2025-06-08,2025-06-08
1626,52,9,user9@sucursales.local,Verificación de email,2,0,2024-03-08,2024-03-08
1627,798,8,user8@sucursales.local,Eliminación de sucursal,2,0,2024-02-13,2024-02-13
1628,462,9,user9@sucursales.local,Eliminación de sucursal,4,2,2024-04-16,
1629,250,126,user126@sucursales.local,Eliminación de sucursal,2,0,2026-01-03,2026-01-03
1630,649,39,user39@sucursales.local,Verificación de email,2,0,2024-03-20,2024-03-20
1631,451,32,user32@sucursales.local,Notificación operativa,3,2,2024-10-26,
1632,778,123,user123@sucursales.local,Notificación operativa,2,0,2024-06-15,2024-06-15
1633,752,76,user76@sucursales.local,Eliminación de sucursal,3,3,2026-05-24,
1634,36,27,user27@sucursales.local,Notificación operativa,2,0,2025-09-16,2025-09-16
1635,555,35,user35@sucursales.local,Creación de sucursal,3,3,2025-05-22,
1636,492,87,user87@sucursales.local,Creación de sucursal,3,3,2024-12-14,
1637,432,61,user61@sucursales.local,Creación de sucursal,2,0,2025-05-17,2025-05-17
1638,62,71,user71@sucursales.local,Notificación operativa,2,0,2024-05-27,2024-05-27
1639,430,82,user82@sucursales.local,Creación de sucursal,2,0,2024-03-23,2024-03-23
1640,493,24,user24@sucursales.local,Verificación de email,2,0,2025-02-09,2025-02-09
1641,435,82,user82@sucursales.local,Notificación operativa,2,0,2025-05-10,2025-05-10
1642,789,55,user55@sucursales.local,Notificación operativa,2,0,2025-06-03,2025-06-03
1643,460,119,user119@sucursales.local,Creación de sucursal,2,0,2025-01-15,2025-01-15
1644,126,46,user46@sucursales.local,Creación de sucursal,4,3,2026-06-24,
1645,200,23,user23@sucursales.local,Notificación operativa,2,0,2025-08-27,2025-08-27
1646,2,126,user126@sucursales.local,Creación de sucursal,2,0,2026-01-08,2026-01-08
1647,450,148,user148@sucursales.local,Notificación operativa,2,0,2024-05-10,2024-05-10
1648,314,87,user87@sucursales.local,Eliminación de sucursal,2,0,2024-06-13,2024-06-13
1649,298,51,user51@sucursales.local,Creación de sucursal,4,3,2025-06-01,
1650,559,128,user128@sucursales.local,Creación de sucursal,2,0,2024-01-11,2024-01-11
1651,434,88,user88@sucursales.local,Verificación de email,4,3,2026-03-12,
1652,782,139,user139@sucursales.local,Notificación operativa,2,0,2025-09-03,2025-09-03
1653,312,131,user131@sucursales.local,Notificación operativa,2,0,2025-10-23,2025-10-23
1654,199,46,user46@sucursales.local,Creación de sucursal,2,0,2024-10-05,2024-10-05
1655,171,97,user97@sucursales.local,Notificación operativa,2,0,2026-01-09,2026-01-09
1656,702,53,user53@sucursales.local,Notificación operativa,1,0,2025-04-27,
1657,756,126,user126@sucursales.local,Verificación de email,2,0,2025-01-10,2025-01-10
1658,496,99,user99@sucursales.local,Verificación de email,2,0,2026-05-29,2026-05-29
1659,267,108,user108@sucursales.local,Verificación de email,2,0,2024-01-05,2024-01-05
1660,115,57,user57@sucursales.local,Eliminación de sucursal,3,1,2024-01-19,
1661,472,95,user95@sucursales.local,Creación de sucursal,2,0,2024-06-26,2024-06-26
1662,432,101,user101@sucursales.local,Verificación de email,2,0,2024-03-18,2024-03-18
1663,383,1,user1@sucursales.local,Verificación de email,2,0,2024-09-01,2024-09-01
1664,757,114,user114@sucursales.local,Eliminación de sucursal,2,0,2024-11-18,2024-11-18
1665,155,109,user109@sucursales.local,Notificación operativa,2,0,2024-10-20,2024-10-20
1666,260,126,user126@sucursales.local,Notificación operativa,2,0,2024-05-28,2024-05-28
1667,569,39,user39@sucursales.local,Creación de sucursal,2,0,2024-01-03,2024-01-03
1668,148,66,user66@sucursales.local,Verificación de email,2,0,2024-03-12,2024-03-12
1669,541,110,user110@sucursales.local,Verificación de email,2,0,2026-03-02,2026-03-02
1670,602,62,user62@sucursales.local,Notificación operativa,2,0,2025-10-06,2025-10-06
1671,674,58,user58@sucursales.local,Eliminación de sucursal,2,0,2025-05-04,2025-05-04
1672,201,135,user135@sucursales.local,Notificación operativa,2,0,2025-06-01,2025-06-01
1673,216,142,user142@sucursales.local,Notificación operativa,2,0,2025-03-15,2025-03-15
1674,154,89,user89@sucursales.local,Creación de sucursal,2,0,2025-08-17,2025-08-17
1675,738,112,user112@sucursales.local,Creación de sucursal,2,0,2024-08-03,2024-08-03
1676,761,37,user37@sucursales.local,Eliminación de sucursal,2,0,2025-01-22,2025-01-22
1677,651,61,user61@sucursales.local,Notificación operativa,2,0,2024-02-08,2024-02-08
1678,647,93,user93@sucursales.local,Eliminación de sucursal,2,0,2025-05-17,2025-05-17
1679,26,97,user97@sucursales.local,Verificación de email,2,0,2025-08-16,2025-08-16
1680,683,51,user51@sucursales.local,Eliminación de sucursal,2,0,2025-09-03,2025-09-03
1681,799,90,user90@sucursales.local,Creación de sucursal,2,0,2024-10-23,2024-10-23
1682,737,40,user40@sucursales.local,Notificación operativa,2,0,2025-02-08,2025-02-08
1683,548,23,user23@sucursales.local,Creación de sucursal,2,0,2025-10-08,2025-10-08
1684,759,114,user114@sucursales.local,Notificación operativa,2,0,2025-02-17,2025-02-17
1685,719,124,user124@sucursales.local,Creación de sucursal,2,0,2025-11-17,2025-11-17
1686,47,92,user92@sucursales.local,Notificación operativa,4,2,2024-03-10,
1687,588,146,user146@sucursales.local,Eliminación de sucursal,2,0,2025-03-16,2025-03-16
1688,709,125,user125@sucursales.local,Verificación de email,2,0,2024-02-03,2024-02-03
1689,263,36,user36@sucursales.local,Notificación operativa,2,0,2025-11-15,2025-11-15
1690,248,39,user39@sucursales.local,Verificación de email,2,0,2024-02-26,2024-02-26
1691,193,100,user100@sucursales.local,Verificación de email,2,0,2025-12-10,2025-12-10
1692,799,29,user29@sucursales.local,Notificación operativa,2,0,2025-06-24,2025-06-24
1693,145,149,user149@sucursales.local,Verificación de email,2,0,2025-02-06,2025-02-06
1694,374,121,user121@sucursales.local,Eliminación de sucursal,2,0,2025-02-13,2025-02-13
1695,209,141,user141@sucursales.local,Verificación de email,2,0,2025-04-23,2025-04-23
1696,407,134,user134@sucursales.local,Verificación de email,2,0,2026-02-22,2026-02-22
1697,567,77,user77@sucursales.local,Eliminación de sucursal,2,0,2024-01-12,2024-01-12
1698,364,135,user135@sucursales.local,Creación de sucursal,2,0,2025-10-25,2025-10-25
1699,603,131,user131@sucursales.local,Notificación operativa,2,0,2025-08-15,2025-08-15
1700,583,42,user42@sucursales.local,Verificación de email,3,3,2025-12-04,
1701,321,5,user5@sucursales.local,Verificación de email,3,1,2026-03-27,
1702,30,80,user80@sucursales.local,Notificación operativa,2,0,2026-06-11,2026-06-11
1703,622,125,user125@sucursales.local,Verificación de email,2,0,2024-08-16,2024-08-16
1704,330,61,user61@sucursales.local,Notificación operativa,2,0,2024-08-19,2024-08-19
1705,402,26,user26@sucursales.local,Creación de sucursal,2,0,2024-10-27,2024-10-27
1706,588,114,user114@sucursales.local,Notificación operativa,2,0,2025-05-26,2025-05-26
1707,715,110,user110@sucursales.local,Verificación de email,2,0,2024-06-02,2024-06-02
1708,87,83,user83@sucursales.local,Eliminación de sucursal,2,0,2025-01-22,2025-01-22
1709,509,3,user3@sucursales.local,Eliminación de sucursal,1,0,2024-02-04,
1710,760,16,user16@sucursales.local,Notificación operativa,2,0,2025-04-16,2025-04-16
1711,627,121,user121@sucursales.local,Notificación operativa,2,0,2025-03-05,2025-03-05
1712,551,10,user10@sucursales.local,Verificación de email,2,0,2025-07-30,2025-07-30
1713,568,97,user97@sucursales.local,Creación de sucursal,2,0,2024-09-15,2024-09-15
1714,73,40,user40@sucursales.local,Creación de sucursal,2,0,2025-03-21,2025-03-21
1715,56,7,user7@sucursales.local,Notificación operativa,3,3,2024-12-16,
1716,633,21,user21@sucursales.local,Verificación de email,2,0,2026-05-29,2026-05-29
1717,355,146,user146@sucursales.local,Eliminación de sucursal,3,3,2025-06-26,
1718,148,67,user67@sucursales.local,Verificación de email,2,0,2025-11-08,2025-11-08
1719,347,47,user47@sucursales.local,Eliminación de sucursal,3,1,2024-12-30,
1720,761,138,user138@sucursales.local,Verificación de email,2,0,2024-05-10,2024-05-10
1721,637,147,user147@sucursales.local,Verificación de email,2,0,2026-02-24,2026-02-24
1722,412,145,user145@sucursales.local,Eliminación de sucursal,3,1,2024-03-28,
1723,82,82,user82@sucursales.local,Notificación operativa,2,0,2024-02-23,2024-02-23
1724,43,124,user124@sucursales.local,Creación de sucursal,2,0,2024-11-30,2024-11-30
1725,783,112,user112@sucursales.local,Verificación de email,2,0,2026-01-25,2026-01-25
1726,442,54,user54@sucursales.local,Notificación operativa,1,0,2024-03-07,
1727,66,36,user36@sucursales.local,Notificación operativa,2,0,2024-04-24,2024-04-24
1728,515,29,user29@sucursales.local,Creación de sucursal,2,0,2024-02-12,2024-02-12
